id_komentar,nama_akun,tanggal,text_cleaning,sentimen,yang_isi
UgytHaKpk7cRJhQSE0d4AaABAg,Nazarovf Mihajlovic,2023-06-06 16:48:30+00:00,apa apa order online rakyat cuma butuh rumah murah kuota internet murah smartphone murah,negatif,Vincentius Hansel Irsansaputra
Ugz90TeSScQTjKeuYrh4AaABAg,Aji Ahmad,2023-06-06 16:48:27+00:00,daerah sih mau chas kadang cas di rumah tidak banyak kuat daya,netral,Vincent
Ugzt58-_sZKMb6aOw5Z4AaABAg,oso aja,2023-06-06 16:47:50+00:00,mending beli kuda gratis bbm rumput minim awet       tua tinggal sembelih daging makan bermanfaat,positif,Viky Hendriko
Ugx5lY9sRsiR0U5iePd4AaABAg,Frin Ysf,2023-06-06 16:41:09+00:00,perintah usaha koplaknya beri subsidi untung sendiri sangat miris,negatif,Michelle Graciela
UgyhS7vfjx_tkg2HUNR4AaABAg,Way,2023-06-06 16:37:37+00:00,subsidi ngaco masuk kantong usaha ini negeri koruptor negeri surga cukong,negatif,Candra
UgwUZPPDhSJjyQKMWEd4AaABAg,DaffaRkassandra,2023-06-06 16:32:01+00:00,banyak   jual facebook marketplace olx aplikasi bisnis jualbeli otomotif harga turun sedikit mungkin cocok   masyarakat guna alas kendala rakyat kismin boro boro punya motor lebihbaik naik angkot bis grab gojek keretalistrik rakyat tengah   nama lika liku punya gunakan beli kredit maupun cash paksa jual ketidakcocokan rakyat tengah atas sorry bukan sombong biasa dulu udh lebihsuka mewah mercedesbenz bmw maupun sport mewah lamborghini ferrari biasa koleksi garasi maklum hobi otomotif banyak kurang minat mending beli bahanbakar lama pake tahun tahun bahkan   jual,negatif,Albertus Dwi Andhika Putra D.
Ugy_HLCWrajtivhLuqd4AaABAg,Y2K TV,2023-06-06 16:25:55+00:00,coment hebat boong frank sma cnbc,negatif,Fernando
Ugxwx-na2NhjJPJbID94AaABAg,Irwan Wijaya,2023-06-06 16:24:54+00:00,penting bapak bapak cuan besar   feeling   bakal jalan dech motor jangan industri manufaktur otomotif indonesia gulung tikar semua obsesi buruk perintah sukses electric vehicle bapak bapak jabat perintah tahu berapa banyak  orang  kantung hidup sektor manufaktur otomotif bbm parts alami naik signifikan ambisi perintah sukses program sebut hati hati bakal banyak anggur baru,,Jendraja Husin Kotan
UgxTnYXFxDNlV-WhlEh4AaABAg,kharisma putra,2023-06-06 16:23:09+00:00,kendara lebih cocok angkut umum disupport perintah bukan suruh warga beli sendiri,negatif,Billy Franko
UgzujoaX_3cEfahjZex4AaABAg,Asri Jomang,2023-06-06 16:20:18+00:00,perintah cmn cari cuan energi bersih solar panel,negatif,Kelvin William Chandra
UgyjGJdDGUgFBmEzdGN4AaABAg,Selii Tok Tok,2023-06-06 16:19:09+00:00,bikin bijak  kok  cuma nguntungin orang kaya sama tiongkok beli orang kaya punya industri tiongkok pejabatanya bisnis asudah,negatif,Nicholas
Ugx0pc0a61VKzEU1JJ54AaABAg,Galuh Kirana,2023-06-06 16:15:39+00:00,gimana mau laku mesin wuling coba merek honda daihatsu suzuki mungkin laku buat jepang kualitas ragu,negatif,Reza Dwi Restiyan
Ugw0CagiA2xQ4yMn0mV4AaABAg,baba bobo,2023-06-06 16:12:45+00:00,bijak ngaco bela tambah oon kuadrat ekonomi   pulih rakyat susah makan kerja nambah bijak aneh aneh siap siap hadap perang lebih luas   kesiap baik ekonomi sosial militer,negatif,Nicholas Wilyanto
Ugy9HlHIZ3JoH8Da2Nx4AaABAg,Wijaya Ahmad,2023-06-06 16:06:03+00:00,usah kasih insentif   rakyat kaya y beli insentif tu biaya didik guru tu urusin gaji   layak guru suruh maksimal anggar cuma buat bancak,negatif,Muhammad Mauladi
Ugzx9oQuDmBKfSQn_lV4AaABAg,Moh Nasiruddin,2023-06-06 16:04:18+00:00,tetap semangat mudah balik telapak tangan,positif,Dinda Putri Ayu
Ugwe3vL6mFtO2l6H0-Z4AaABAg,Yono Yono,2023-06-06 16:02:14+00:00,minyak lama habis imbang,positif,Wesley Maximilliano
UgyQ2Xdgrj9bjszun6N4AaABAg,Eva Melviana,2023-06-06 16:02:11+00:00,bukan laku   harga tinggi ekonomi global belum baik,netral,Dep` Niel Sinaga
Ugyo9LLysXjeg22jeD94AaABAg,Gary GensLer Rasa Jeruk,2023-06-06 16:01:35+00:00,teknologi matang betul segi daya tempuh durasi isi daya kembang lebih baik depan   lebih bijak kembang bahan bakar   lebih ramah lingkung lebih mudah adopsi mesin   sekarang parah dengan macet  kendara lebih baik transportasi umum  kalaupun mau kebut lebih pas motor roda,Positif,Muhammad Anugrah Hakiki
Ugzl5zYTmtMIJLa6KHV4AaABAg,dedri andre,2023-06-06 15:58:07+00:00,ni partai subsidi ev justru multiplier effect kalian lupa jaman kalian kuasa dulu nama lcgc ngapain   subsidi lcgc jangkau rakyat miskin justru sama sama subsidi ba dukung industri baterai negeri,Negatif,Muhammad Alif Fahlevhi
UgwVVkhyl60RbMB2bEd4AaABAg,Sur Yadi,2023-06-06 15:58:01+00:00,mau kalu mura,Positif,Veldy Piscessara
Ugzjx7ndSHj81dXjgwl4AaABAg,yosep,2023-06-06 15:57:52+00:00,quality   ragu terlebih harga   mahal,negatif,Rikky
Ugwxjq5ZG0qwjkWww5F4AaABAg,AL vierre,2023-06-06 15:56:30+00:00,laku duit     punya buat beli,netral,Putra Ganda Dewata
UgziE-8JaTs9qOcHYiV4AaABAg,Aldi Alvaro Winata™,2023-06-06 15:55:03+00:00,hahaha sukurin   laku mampus   lagi ribet sih tenaga bbm   ribet antri spbu tenaga makin jam kurang efisien,Negatif,Wahyu Aji Nurrahman
UgylZv8GNHT-3H-T9sx4AaABAg,Kang Abu,2023-06-06 15:50:20+00:00,parah perintah ngurusi rakyat lantar,Negatif,Muhammad Agha Setya Pratama
UgxiiOmV9_CKTIg284V4AaABAg,Dannnnnn,2023-06-06 15:47:12+00:00,butuh masyarakat kendara umum pada,,Muhammad Fawzan
UgwoGqaXHXnYvHZ57pp4AaABAg,AYDIN_AWP,2023-06-06 15:43:37+00:00,anda pakai kendara trus gimana   masyarakat kecil     mampauh   tinggal dalam   punya apa jamin,Netral,Mikhael Anrodin Simanjuntak
UgzmCV-aXK9Vai_kltJ4AaABAg,Qutaro_90,2023-06-06 15:42:24+00:00,tenaga kuat tanjak biasa batrainya tahan lama boros konvensional bbm irit harga jt bawah buat masyarakat   duit paspasan tempat isi mana spbu,netral,Azzar Rizky
UgzzFEBe1o6zBvi_y7Z4AaABAg,ibles bosuok,2023-06-06 15:38:57+00:00,timbang masyarakat alih ev daya angkut ev sedia stasiun charging durasi charging harga charging jarak jelajah tiap charging sedia onderdil sedia opsi kw onderdil harga onderdil sedia bengkel montir harga beli masuk kadar pajak kubur faktor timbang tsb,,Mulia Sahpira
Ugw-I2gZ6_mfe33C4cR4AaABAg,anshori mawardi,2023-06-06 15:34:42+00:00,perintah lembaga perintah suruh pakai dulu masyarakat ikut jangan suruh pakai   mau pakai,netral,Rizky Ridho Ramadhan
Ugwqcr4iEN9570usUl94AaABAg,UNTUNG,2023-06-06 15:34:23+00:00,harga bawah dong,netral,Muhammad Totti Alfarabi
Ugyix2pClDtKkLZWr_l4AaABAg,Ghost Rider,2023-06-06 15:34:08+00:00,muldoko kaya bau garap bisnis ni orang,,Raden Ayu Safira Aprilia Fatimah
UgycHZeCZqYVdj-LC8V4AaABAg,Nanang Kurniawan,2023-06-06 15:33:21+00:00,subsidi tai subsidi lari usaha subsidi ngapa   benah ekonomi sumberdaya manusia dasar tolol   bikin bijak,negatif,Ade Rocky Saputra
Ugxg7TDONbS5SZMDs_l4AaABAg,zayyan wicaksono,2023-06-06 15:32:51+00:00,keran export nikel buka berita ekonomi indonesia cnbc ubah positif,,Isabella Aisyah Yasmin
UgyXASFOFUg2Ui442TR4AaABAg,Amarulloh Prasesa,2023-06-06 15:30:39+00:00,kendara hemat ekonomi indonesia orang beli kendara dasar kuat tahan daya angkut harga jual banyak khawatir kendara lima tahun baterai bakal soak harga baterai muahal mungkin hampir sama beli baru masyarakat biasa beli baru bakal jual barang lama kendara mesin bakar bakal   ganti mungkin cari bentuk bahan bakar baru kendara mesin bakar lebih masuk akal menggati semua kendara mesin bakar kendara misal temu cara mengestrak hidrogen air bahan bakar cara efisien murah,netral,"Ramanda,md"
UgyGiRO1XtyRsEy60gF4AaABAg,Shobirin Shobirin,2023-06-06 15:30:36+00:00,hehehehe sekarang   main siapa   sih berani   admin ungkap siapa main terus clean terus   subsidi masyarakat   mana   lebih untung,netral,Nur Aisyah Wahyuni
Ugw-JC-4aAnikMXrgRF4AaABAg,Bagus Pandu Arsetyo,2023-06-06 15:29:02+00:00,minus pakai jarak jauh maksimal pakai rute kota isi penuh jam isi spbbl kurang banyak,negatif,Selvie
UgzsaL-vBiZm2r6rtOh4AaABAg,abdillah halim,2023-06-06 15:28:13+00:00,moeldoko turun tangan karna ketar tir pendapatannyaturun diadapuk dedengkot organisasi usaha kendara,negatif,Silvi Mutia
UgwdZuU68Aom6POQ8kx4AaABAg,vampritt,2023-06-06 15:27:13+00:00,perintah bego apa semua negara jual elektrik vehicle   sukses semua faktor subsidi langsung bukan cuma potong pajak,,Bebin Paula
Ugyeouws6VUbgyUOKHl4AaABAg,Reynato Wijaya,2023-06-06 15:24:58+00:00,ev teknologi sangat mahal praktis isi daya efek rusa lingkung akibat tambang bahan baku baterai justru lebih masuk akal optimal emisi gas karbon atmosfer produksi bensin sintestis guna bahan bakar motor sistem kendara lebih praktis pakai hidrogen banding teknologi baterai,positif,Putri Hasanah
Ugx2NkWW6rYG2wp8Lxx4AaABAg,Ian Farrel,2023-06-06 15:22:28+00:00,susah nyari duit bos masalah,positif,Aldo Kadafi
UgxuVpdQ26oWTv9XZ3l4AaABAg,Ricky Ricky's,2023-06-06 15:21:41+00:00,butuh masyarakat indonesia lapang kerja,positif,Relin Pramudiya
UgwBUTunThBJfEvTeMx4AaABAg,Aris Kaloran,2023-06-06 15:21:17+00:00,bagus mulai jabat pegawai kantor indonesia bawa buat contoh rakyat coba mau   jabat jabat minta fortuner rubicon,negatif,Andreas
UgwY4ZSn2jFo8vfxgXp4AaABAg,Patil Telu,2023-06-06 15:19:52+00:00,punya duit pas pas walaupun beli mikir x beli golong baru indonesia lihat unggul lemah beli,negatif,Januar Firnando
UgxXjJx9frKnw3uVwTF4AaABAg,M U,2023-06-06 15:19:33+00:00,gimana mo laku harga   ngotak,negatif,Vincentius Hansel Irsansaputra
UgxVLfyxJCZg4h96WeJ4AaABAg,abdul parabola,2023-06-06 15:19:28+00:00,baterai biasa mau beli tunggu mogok baterai mobil drop langsung buang ,negatif,Vincent
Ugz5ztpGvBq2pFiYaxR4AaABAg,Affandy Pratama,2023-06-06 15:19:27+00:00,bawah juta banyak beli sekarang harga range jt jt lalu orang indonesia pikir harga jual merek kendara turun turun keluarga pakai model umum mata masyarakat indonesia model lcgc indonesia mungkin perintah wajib pertamina milik tempat charger jangan cuma jakarta seluruh kota indonesia,positif,Viky Hendriko
UgwSp5ZxDLrDfp-PaU14AaABAg,Siti,2023-06-06 15:19:27+00:00,harus kendara untuk angkut umum operasi kota subsidi usaha angkut mau ada kendara angkut umum masyarakat kecil ikut nikmat guna angkut umum tenaga mensupport mobilitas masyarakat kecil,netral,Michelle Graciela
Ugx9X-jWRBrF0-Tx_NN4AaABAg,Abeba,2023-06-06 15:19:13+00:00,lemah besar bawa mudik desa khusus gunung,negatif,Candra
UgzTiVnxleNFS7L835h4AaABAg,ahmad,2023-06-06 15:16:41+00:00,mutu produk   masuk indonesia lama masuk fasilitas charging lama,negatif,Albertus Dwi Andhika Putra D.
UgyZbY73UZPjLYLUNi54AaABAg,Ferdy Halim,2023-06-06 15:14:50+00:00,ingin rakyat indonesia kendara bahan bakar air harga jangkau,positif,Fernando
Ugz_qa8g5gPtT_Sqich4AaABAg,infounikunik,2023-06-06 15:14:48+00:00,infrastruktur siap   main launching,,Jendraja Husin Kotan
UgynGb1Ss-TAHhDFzfp4AaABAg,gus azril,2023-06-06 15:14:46+00:00,murah nama,negatif,Billy Franko
UgyRnNbKSqN2DrvEUQ14AaABAg,Maftukin Hadi Laksito,2023-06-06 15:14:18+00:00,nama proses butuh tahap,positif,Kelvin William Chandra
Ugwed2osoWdQB9CvVA14AaABAg,Frans_chanel,2023-06-06 15:14:06+00:00,pertama faktor harga awat tuh isi ulang terminal isi trus tuh servis awat kendara   minim, negatif,Nicholas
UgwZjyFpJBZRnkbbgK54AaABAg,Rohim Rochein,2023-06-06 15:13:49+00:00,lebih baik banyak bangun transportasi umum,negatif,Reza Dwi Restiyan
UgwN4MYDdAfoSe2fzdN4AaABAg,bagas k bakti,2023-06-06 15:13:17+00:00,lebih baik kembang teknologi hybrid,negatif,Nicholas Wilyanto
UgxtjFwSafZ9v2sQttB4AaABAg,Moh Syarofin,2023-06-06 15:13:14+00:00,kelarangen regane bro,netral,Muhammad Mauladi
Ugx86PChhFT3P7hJyg94AaABAg,Yasin 1414,2023-06-06 15:13:03+00:00,imut mahal komponen mahal tahan banjir,positif,Dinda Putri Ayu
UgyUUNCCe9P63QrhWTl4AaABAg,Indra Gunawan,2023-06-06 15:10:23+00:00,nyuruh orang beli isi jarang mending benah dulu deh tempat isi ngegas dipikirin,negatif,Wesley Maximilliano
UgxhyMjuQ555NewPPHp4AaABAg,Ahmad Riadi,2023-06-06 15:07:56+00:00,harga murah laku,positif.,Dep` Niel Sinaga
UgxzX4OwSqmXWjop8ZR4AaABAg,Mr. Febrian,2023-06-06 15:07:00+00:00,orang    mau proyek muldoko,Netral,Muhammad Anugrah Hakiki
UgycLvUIIPMtm2D63-d4AaABAg,AL Fahri TLG,2023-06-06 15:05:43+00:00,bagus banget sih asal batre jarak jauh awet terus isi mana mana kayak pom bensin penting cepat tetap bagus jadi jadi pertama pikir dulu,Positif,Muhammad Alif Fahlevhi
UgxXIYag8StIXFlySkt4AaABAg,izut adventure chanel,2023-06-06 15:02:24+00:00,tanya besar truk trailer tronton dl masuk truk tambang   gede rumah ev,Netral,Veldy Piscessara
UgxDwKo_o5Uex7sufvd4AaABAg,Kreasi Aiswa,2023-06-06 15:00:26+00:00,alas paling banyak harga susah sering jalan jauh,netral,Rikky
Ugw_y_ycvbSo3HMVCbh4AaABAg,Ady Firmansyah,2023-06-06 14:59:25+00:00,coba tengok jual lcgc   koe mau jual cuma pake batre   hrga lewat mahal padahal jeroan cuma batre lho  kok  sampe harga langit minimal jt mending beli carry buat usaha,negatif,Putra Ganda Dewata
Ugz_Hc6bicpafosh2LV4AaABAg,Ahmad Muhtar,2023-06-06 14:58:22+00:00,siap asn wajib,Netral,Wahyu Aji Nurrahman
UgyWfylMSdPXSxUgpdR4AaABAg,RANDOM MANDOM,2023-06-06 14:58:10+00:00,terlalu mahal   mau orang pindah bbm harga sama donk lebih mahal harap lebih irit efek lambat,Negatif,Muhammad Agha Setya Pratama
UgxW-s83YlxcSpkaKLd4AaABAg,Han S,2023-06-06 14:58:05+00:00,tapa murah dng ekonomi skr bkn   mau tk kuat beli   beli   mampu tengah atas,,Muhammad Fawzan
Ugzo8-Q4-SRRqJ7BKUp4AaABAg,Lambe 87,2023-06-06 14:55:04+00:00,beli la diomongin orang   rusak batrenya mahal,Negatif,Mikhael Anrodin Simanjuntak
UgwcuxbFYs6-wSODNvx4AaABAg,Bumi Majapahit,2023-06-06 14:50:02+00:00,capek ganti baterai jemur   ngecas,Negatif,Azzar Rizky
UgwtjBJEfJIyNYrZxlR4AaABAg,Agate Slate,2023-06-06 14:49:43+00:00,gampang tinggal hapus subsidi bbm jual bakal langsung naik,,Mulia Sahpira
UgybeDzOc2CvjE3ESGl4AaABAg,Blew,2023-06-06 14:49:17+00:00,gila   ndro  orang  pilih xpander la drpd wuling odong makan tu batere,netral,Rizky Ridho Ramadhan
UgxBUKJrfV0C_Ktyw2B4AaABAg,Tpc Yt,2023-06-06 14:48:32+00:00,syarat ribet beli kendara subsidi,netral,Muhammad Totti Alfarabi
UgxzhH8hxqekGiZRLkd4AaABAg,perang ukraina,2023-06-06 14:47:58+00:00,batrainya   langit harga,,Raden Ayu Safira Aprilia Fatimah
UgwOcXFZ4zOOaVUOwQp4AaABAg,Akhmad Syarifudin,2023-06-06 14:45:41+00:00,inti bensin turun terus rusia discon timur tengah discon bensin laris dong tiap pom bensi diller mal hotel alfa mart indomaret baru laku rumah paket paket   daya turun terus,negatif,Ade Rocky Saputra
Ugwrn8UeX27XWSD3gRV4AaABAg,Gregorius,2023-06-06 14:45:12+00:00,jadi daya tarik masyarakat baik pabrikan milik spesifikasi range tempuh lebih jauh fast charging hadir pilih transmisi manual kopling pedal dapat,,Isabella Aisyah Yasmin
Ugxpv3adBH0IKDYtqCR4AaABAg,Budiarto Tenosa,2023-06-06 14:43:29+00:00,harga mahal walaupun subsidi isi daya sangat lama konsunen mau tunggu buang waktu sangat efektif resiko bahaya bakar batere litium sangat ancam diri sendiri keluarga tetangga kendara bom waktu akal an rezim abal udang balik rempeyek dlm raup untung dlm jual   alas decarbonisasi,negatif,"Ramanda,md"
Ugwi6Gcft6vVFlyhKZJ4AaABAg,Den Baguse,2023-06-06 14:43:02+00:00,subsidi anatara motor harus sama perintah adil kaya subsidi lebih besar adil,netral,Nur Aisyah Wahyuni
Ugz9SbJdAIRSSkBfluN4AaABAg,muhammad thamrin,2023-06-06 14:41:54+00:00,apa   kata anis benarnya,positif,Selvie
UgyE_TzqLPlynUAnYxx4AaABAg,deny denn,2023-06-06 14:40:46+00:00,si begal partai,netral,Silvi Mutia
UgyYxno6jdaAM-TFZaJ4AaABAg,Chaguy Anakintanboy,2023-06-06 14:40:04+00:00,rakyat mau sah hukum mati bwt mafia iblis koruptor indonesia,,Bebin Paula
UgzoKnv-F3dnztHBFc54AaABAg,nadyasyaiqsyair,2023-06-06 14:39:12+00:00,lagi siapa   mau modelnnya jelek jelek,negatif,Putri Hasanah
UgyC03ybNna-bW40Vol4AaABAg,OKVIA' 2006,2023-06-06 14:38:52+00:00,ngecasnya mahal rumah naik minimal,negatif,Aldo Kadafi
UgyfAfNjsuO3o3nvQV94AaABAg,Hendra Henz,2023-06-06 14:38:52+00:00,kendara pindah polusi udara kota bangkit batubara makin banyak kendara makin banyak batubara bakar lama bangkit indonesia pake batubara jangan harap ekosistem kendara jaya mau ful green energy sanggup bayar ribu rupiah per kwh,positif,Relin Pramudiya
UgwjzwAIsIwx4m2h8GZ4AaABAg,Shin-Ra,2023-06-06 14:38:36+00:00,ev nd car hari long run lama charging station minim kota besar skip plus replacement baterai hampir tengah harga kasus cel baterai mati dadak start engine insentive potong ppn proses super ribet super lama potong depan bayar ful ppn dapet cashback ppn waktu kapan kapan cair harga overpriced besar   suruh pilih mending hybrid engine sama kuat kuat belah contoh baterai half body,negatif,Andreas
Ugw0yxpzYsxCRS1PSbx4AaABAg,Save Paman Coki,2023-06-06 14:37:39+00:00,usaha   pinter ajar minyak goreng sekarang bayar cchuuaks,,Januar Firnando
UgzwszoW1txQRHUkWRt4AaABAg,luky santoso,2023-06-06 14:37:29+00:00,kek mas harga sih   serih sih  lihat  wuling padahal tempat desa,negatif,Vincentius Hansel Irsansaputra
Ugy-9aWEYj9kncuGkjt4AaABAg,Har Tono,2023-06-06 14:36:57+00:00,harga listrik sama Bahan Bakar minyak SPBU banyak,positif,Vincent
UgwcDgeUrBV-nXZl0Y14AaABAg,KEPO,2023-06-06 14:36:04+00:00,sama   bohong kurang ppn pajak barang mewah tetap,negatif,Viky Hendriko
Ugy5SN8J_0AI-frr_354AaABAg,Aa Uu,2023-06-06 14:35:56+00:00,stop jual stop jual motor dorong kendara umum banyak baru pikir akal sehat,negatif,Michelle Graciela
UgxVmBYyeH3GSfA8DMZ4AaABAg,tyrion Lanister,2023-06-06 14:33:42+00:00,cashnya lama jam apa lgi subsidi   jelas,negatif,Candra
UgxFVn41x33UvQ_gK9V4AaABAg,onevisual mandiri,2023-06-06 14:32:47+00:00,subsidi harga mahal tempat charger charger rumah voltase   kuat,negatif,Albertus Dwi Andhika Putra D.
Ugz0BHAii4SLx7qQeLF4AaABAg,Angga Pramesta,2023-06-06 14:32:28+00:00,pejabat konoha,netral,Fernando
Ugxygm1-Y5PV1fJofJ14AaABAg,Gavin Alghivari,2023-06-06 14:31:32+00:00,model kurang tarik,,Jendraja Husin Kotan
Ugzn7rySo8SatSRKMH94AaABAg,arie Tea subagdja,2023-06-06 14:31:19+00:00,harga mahal apa secondnya masyarakat lirik bensin tempat isi batas forma tinggi tahan batre jarak jelajah jauh jadi prioritas,negatif,Billy Franko
UgxQA3Sa3FpFir11zYR4AaABAg,Dimas Adi Kristiawan,2023-06-06 14:29:41+00:00,masalah ekosistem bentuk   mau laku investasi gede daerah desa bikin swap battery spbu minimal fast charging spbu awal bentuk kelompok masyarakat pakai ev terus kembang j   cuma ngemeng mana laku investor kabur,negatif,Kelvin William Chandra
UgzFrcfZ9Y7qd_suG254AaABAg,Joko Listianto,2023-06-06 14:28:57+00:00,pindah haluan   pake duit gak apa apa la semua biaya padahal mampu ekonomi jadi kendala banyak kutat mas ekonomi belum   bla bla bla,negatif,Nicholas
UgwGjEYMceqp4l7hJbh4AaABAg,Zeruel,2023-06-06 14:27:47+00:00,coba cnbc cek jual no dunia tahun apa,netral,Reza Dwi Restiyan
UgzqLpcIe0qSa6kBKvV4AaABAg,Karmudji Ji,2023-06-06 14:27:40+00:00,orang beli punya hak pilih jangan buat atur arah paksa,,Nicholas Wilyanto
UgwyJlL5waQTI_DrmsN4AaABAg,john Hartanto,2023-06-06 14:27:39+00:00,chargernya susah,negatif,Muhammad Mauladi
Ugw-C4PFRGqrZMX3p1N4AaABAg,FRSBHI,2023-06-06 14:26:12+00:00,th depan info batrey secondnan gan,negatif,Dinda Putri Ayu
UgxEGqkvrrhQUqaAlRV4AaABAg,Zidni,2023-06-06 14:26:11+00:00,ingin rakyat perata transportasi publik,netral,Wesley Maximilliano
UgxAPJ039oCPizzvegR4AaABAg,mn sr,2023-06-06 14:25:31+00:00,masyarakat mana tanya,netral,Dep` Niel Sinaga
UgyvXUk0SRsz4ED6Dwt4AaABAg,Hermansyah Herman,2023-06-06 14:23:42+00:00,tenaga solar motor tenaga bensin   kuat tanjak     mau beli,Positif,Muhammad Anugrah Hakiki
UgzraZgUA4YcmbeoUYh4AaABAg,Otib Otib,2023-06-06 14:23:23+00:00,bagi kalang percaya tangguh diesel banding,Negatif,Muhammad Alif Fahlevhi
UgxdMo1YPTEvgvGk62x4AaABAg,Eka Syarif,2023-06-06 14:22:41+00:00,transportation public   nyaman cepat   mau,Positif,Veldy Piscessara
UgycE6C0gtXgOXraXbx4AaABAg,Adniati Bima,2023-06-06 14:21:53+00:00,rakyat indonesia belum siap perintah sedia murah   rakyat indonesia  jangan  so canggih rakyat miskin kalian korupsi,negatif,Rikky
Ugwjz3icMJrz6HweBP14AaABAg,Ecax Cruise,2023-06-06 14:21:51+00:00,bukan   laku harga jangkau fasilitas dukung baru sedia kota besar bahkan seperti cuma jabodetabek   mumpuni fasilitas kendara   model kecil wuling air ev harus se harga lcgc negara asal harga cuma juta dekat sampe sini malah hampir juta,netral,Putra Ganda Dewata
Ugy3gJsh1ZbJSaBbTLR4AaABAg,Landing Kusuma,2023-06-06 14:21:35+00:00,tara lcgc   yakin laris infrastruktur nihil,,Wahyu Aji Nurrahman
Ugx8NrLT_VXyNPP6X4t4AaABAg,WHR Esport,2023-06-06 14:16:33+00:00,bahan   batu bara darimana ramah lingkung kocak kocak,Negatif,Muhammad Agha Setya Pratama
Ugwg9e5FffMczSfOKOF4AaABAg,Andi Setiawan,2023-06-06 14:16:32+00:00,usah banyak teori analysis mikir untung terus   peka   mikir masyarakat hidup   susah,,Muhammad Fawzan
Ugw2-uNTCWTCTocob-t4AaABAg,Arif nur Hasan,2023-06-06 14:16:04+00:00,sih mending utama fasilitas umum dulu jalan lancar lalu distribusi masyarakat contoh jerman,Positif,Mikhael Anrodin Simanjuntak
UgwLXMpTaJs2bCv8nWp4AaABAg,Kabul Yulianto,2023-06-06 14:15:53+00:00,angkut umum luas infrastruktur indonesia lebih hemat irit,positif,Azzar Rizky
Ugw6xPWjH4IfC0Rkjlp4AaABAg,Sopian Hadi,2023-06-06 14:15:11+00:00,sabar gan canggih baru banyak paham masuk mulai mula benar benar paham sistem digital,,Mulia Sahpira
UgzYaQUSjrwmpec83et4AaABAg,Luna Susilowati,2023-06-06 14:14:19+00:00,panel surya murahin dulu mahal banget sekarang,negatif,Rizky Ridho Ramadhan
UgwkSZzxNwWZ58VtbqR4AaABAg,agus ami,2023-06-06 14:14:11+00:00,buagus banget harga mahal   harga murah  benar  kayak main tetap mau cuma belakang saja nunggu tempat ngecas banyak dulu nabung buat beli   bagus,positif,Muhammad Totti Alfarabi
Ugy652tZyn_mGF6wUG94AaABAg,5-SCITECH INSPIRATION,2023-06-06 14:13:44+00:00,ooh pantesan bbm dinaikkn,,Raden Ayu Safira Aprilia Fatimah
UgwNjFja4pDbQGKbDgV4AaABAg,Rinto,2023-06-06 14:13:02+00:00,hybrid   paling  benar,netral,Ade Rocky Saputra
UgxOQUFcLADREY6j5_J4AaABAg,Bintang Hobbies,2023-06-06 14:11:34+00:00,mau rame kasih cicil th bunga,,Isabella Aisyah Yasmin
Ugy4aLIB2LaQN_4ZBa94AaABAg,KAE_KIN,2023-06-06 14:11:30+00:00,stop   bbm masyarakat beli sepeda resiko ekonomi kayak jalan sepeda,negatif,"Ramanda,md"
UgzF8J7eSit5wG9QwV94AaABAg,Kecantol Bh,2023-06-06 14:10:36+00:00,harga setinggi langgit model kecil  banget  coba kayak wuling ev jual jt an apa   laku,,Nur Aisyah Wahyuni
UgysVhccec8YRUfLnZ94AaABAg,S.M Studio & Bridal,2023-06-06 14:10:07+00:00,gimana laku   harga murah   hampir sentuh juta,negatif,Selvie
UgxEbOxpwCwup0VhQXJ4AaABAg,prada nami,2023-06-06 14:09:02+00:00,mau bahan uji coba tunggu   dulu  tahun  an mungkin baterai   ukur powerbank lebih murah ingat kendara china uji coba pasar indonesia harga harga produk jepang hasil bangke semua beberapa puluh tahun akhir keluar produk   bagus sabar   tunggu produk   solid dulu baru coba beli jepang ngeluarin ev,negatif,Silvi Mutia
UgweWpueAZSdOGORCf54AaABAg,Stefanus Ariyanto,2023-06-06 14:08:55+00:00,harga mahal fasilitas charging umum banyak pantas konsumen pikir pikir,,Bebin Paula
Ugw5UOA_DaA7WXIPt6V4AaABAg,Sofian Sofian,2023-06-06 14:07:29+00:00,stasiun ngisi cuma berapa china uda desa,netral,Putri Hasanah
UgzSdupNHQDVjratAAZ4AaABAg,Mukbang,2023-06-06 14:06:19+00:00,ingin masyarakat harga jangkau jutaan bawa merk toyota daihatsu suzuki banyak spbbl kualitas baterai bagus,negatif,Aldo Kadafi
UgzNHab7xbTtUOdw4rJ4AaABAg,Turini Saudiarabia,2023-06-06 14:06:06+00:00,kelas kambing jual juta mending beli mercedes benz,negatif,Relin Pramudiya
Ugxi8_jNoxooQIUeuL94AaABAg,Arjuna_irenG,2023-06-06 14:05:14+00:00,pertama   laku jabat pake,negatif,Andreas
UgyW-gg62RKzWOlb4nh4AaABAg,Masbroiler Bro,2023-06-06 14:05:10+00:00,buat apa alih tanggung perintah,,Januar Firnando
Ugz8K7AEPI1krAKVDRF4AaABAg,Ucup Ucup,2023-06-06 14:05:09+00:00,lom waktu ekonomi lom stabil,negatif,Vincentius Hansel Irsansaputra
UgwWWW2_MbOlOOhYV-B4AaABAg,ZUL Kifli,2023-06-06 14:05:08+00:00,buat masa sekarang isi bbm tak minit selesai listik jam selesai bateri tahun perlu ganti bateri berapa kos moral of story listik bukan golong bawah golong kaya raya,netral,Vincent
